Order ID,Order Date,Ship Date,Ship Mode,Days to Ship Actual,Days to Ship Scheduled,Ship Status,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Sales Forecast,Sales Target,Price,Profit Ratio,Sales Target Status,forecast_bias,Sales Forecast Status
CA-2018-155761,12/11/2018,12/11/2018,Same Day,0,0,Shipped On Time,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,160,2,20,36,240,566,80,22.5,Target Not Achieved,80,Over Forecast
CA-2018-155761,12/11/2018,12/11/2018,Same Day,0,0,Shipped On Time,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46,3,20,5,69,449,15.33,10.87,Target Not Achieved,23,Over Forecast
CA-2018-104346,12/11/2018,12/16/2018,Standard Class,5,6,Shipped Early,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,13,5,20,1,20,449,2.6,7.69,Target Not Achieved,7,Over Forecast
CA-2018-135853,12/11/2018,12/14/2018,First Class,3,1,Shipped Late,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175,11,0,61,262,566,15.91,34.86,Target Not Achieved,87,Over Forecast
CA-2018-135853,12/11/2018,12/14/2018,First Class,3,1,Shipped Late,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,126,1,0,31,189,566,126,24.6,Target Not Achieved,63,Over Forecast
CA-2018-150560,12/11/2018,12/12/2018,First Class,1,1,Shipped On Time,SW-20455,Shaun Weien,Consumer,United States,Suffolk,Virginia,23434,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",197,2,0,96,294,449,98.5,48.73,Target Not Achieved,97,Over Forecast
US-2018-120572,12/11/2018,12/15/2018,Standard Class,4,6,Shipped Early,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,13,2,70,-9,19,449,6.5,-69.23,Target Not Achieved,6,Over Forecast
CA-2018-134082,12/11/2018,12/17/2018,Standard Class,6,6,Shipped On Time,JK-15640,Jim Kriz,Home Office,United States,San Bernardino,California,92404,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,111,4,20,39,166,114,27.75,35.14,Target Not Achieved,55,Over Forecast
CA-2018-154620,12/12/2018,12/16/2018,Standard Class,4,6,Shipped Early,LT-17110,Liz Thompson,Consumer,United States,Lancaster,California,93534,West,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",349,2,20,35,523,438,174.5,10.03,Target Not Achieved,174,Over Forecast
CA-2018-155586,12/12/2018,12/16/2018,Second Class,4,3,Shipped Late,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36,4,0,16,55,447,9,44.44,Target Not Achieved,19,Over Forecast
CA-2018-110870,12/12/2018,12/15/2018,First Class,3,1,Shipped Late,KD-16270,Karen Daniels,Consumer,United States,Los Angeles,California,90032,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,26,7,0,1,39,447,3.71,3.85,Target Not Achieved,13,Over Forecast
CA-2018-145065,12/12/2018,12/15/2018,First Class,3,1,Shipped Late,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24,2,20,9,37,447,12,37.5,Target Not Achieved,13,Over Forecast
US-2018-167220,12/12/2018,12/16/2018,Standard Class,4,6,Shipped Early,JB-15925,Joni Blumstein,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,22,4,20,6,33,322,5.5,27.27,Target Not Achieved,11,Over Forecast
CA-2018-129042,12/12/2018,12/17/2018,Standard Class,5,6,Shipped Early,EM-13960,Eric Murdock,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8,3,0,2,12,447,2.67,25,Target Not Achieved,4,Over Forecast
CA-2018-110870,12/12/2018,12/15/2018,First Class,3,1,Shipped Late,KD-16270,Karen Daniels,Consumer,United States,Los Angeles,California,90032,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,300,6,0,129,449,322,50,43,Target Not Achieved,149,Over Forecast
CA-2018-127481,12/12/2018,12/15/2018,Second Class,3,3,Shipped On Time,JD-15895,Jonathan Doherty,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,98,2,0,49,147,111,49,50,Target Not Achieved,49,Over Forecast
CA-2018-145065,12/12/2018,12/15/2018,First Class,3,1,Shipped Late,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,8,2,0,4,12,447,4,50,Target Not Achieved,4,Over Forecast
CA-2018-155586,12/12/2018,12/16/2018,Second Class,4,3,Shipped Late,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,16,4,0,7,23,447,4,43.75,Target Not Achieved,7,Over Forecast
CA-2018-134075,12/12/2018,12/16/2018,Standard Class,4,6,Shipped Early,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,167,3,0,22,249,438,55.67,13.17,Target Not Achieved,82,Over Forecast
CA-2018-155586,12/12/2018,12/16/2018,Second Class,4,3,Shipped Late,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,2,1,0,1,3,447,2,50,Target Not Achieved,1,Over Forecast
CA-2018-127481,12/12/2018,12/15/2018,Second Class,3,3,Shipped On Time,JD-15895,Jonathan Doherty,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,32,5,0,16,49,111,6.4,50,Target Not Achieved,17,Over Forecast
CA-2018-134075,12/12/2018,12/16/2018,Standard Class,4,6,Shipped Early,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360,2,0,94,540,447,180,26.11,Target Not Achieved,180,Over Forecast
CA-2018-148250,12/13/2018,12/17/2018,Standard Class,4,6,Shipped Early,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134,4,0,35,201,144,33.5,26.12,Target Not Achieved,67,Over Forecast
CA-2018-125423,12/13/2018,12/15/2018,Second Class,2,3,Shipped Early,MC-17575,Matt Collins,Consumer,United States,Los Angeles,California,90036,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,10,2,0,5,15,34,5,50,Target Not Achieved,5,Over Forecast
CA-2018-157770,12/13/2018,12/15/2018,First Class,2,1,Shipped Late,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36,1,0,15,54,709,36,41.67,Target Not Achieved,18,Over Forecast
CA-2018-139962,12/13/2018,12/20/2018,Standard Class,7,6,Shipped Late,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,2151,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19,3,0,9,29,62,6.33,47.37,Target Not Achieved,10,Over Forecast
CA-2018-139962,12/13/2018,12/20/2018,Standard Class,7,6,Shipped Late,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,2151,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,38,2,0,19,57,62,19,50,Target Not Achieved,19,Over Forecast
CA-2018-157770,12/13/2018,12/15/2018,First Class,2,1,Shipped Late,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,494,3,20,49,740,709,164.67,9.92,Target Not Achieved,246,Over Forecast
CA-2018-148250,12/13/2018,12/17/2018,Standard Class,4,6,Shipped Early,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,13,2,0,6,19,144,6.5,46.15,Target Not Achieved,6,Over Forecast
CA-2018-157770,12/13/2018,12/15/2018,First Class,2,1,Shipped Late,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29,5,20,10,44,34,5.8,34.48,Target Not Achieved,15,Over Forecast
CA-2018-157770,12/13/2018,12/15/2018,First Class,2,1,Shipped Late,RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,249,5,0,27,373,709,49.8,10.84,Target Not Achieved,124,Over Forecast
CA-2018-146696,12/14/2018,12/19/2018,Standard Class,5,6,Shipped Early,RD-19480,Rick Duston,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8,2,20,3,12,8,4,37.5,Target Achieved,4,Over Forecast
CA-2018-125066,12/14/2018,12/18/2018,Standard Class,4,6,Shipped Early,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6,2,0,2,9,274,3,33.33,Target Not Achieved,3,Over Forecast
CA-2018-125066,12/14/2018,12/18/2018,Standard Class,4,6,Shipped Early,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Mississippi,39212,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56,2,0,16,84,144,28,28.57,Target Not Achieved,28,Over Forecast
CA-2018-141593,12/14/2018,12/16/2018,Second Class,2,3,Shipped Early,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,55,2,20,21,83,144,27.5,38.18,Target Not Achieved,28,Over Forecast
CA-2018-141593,12/14/2018,12/16/2018,Second Class,2,3,Shipped Early,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,6,1,0,3,10,144,6,50,Target Not Achieved,4,Over Forecast
CA-2018-114048,12/14/2018,12/18/2018,Standard Class,4,6,Shipped Early,EH-13945,Eric Hoffmann,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29,3,0,13,44,26,9.67,44.83,Target Achieved,15,Over Forecast
CA-2018-141593,12/14/2018,12/16/2018,Second Class,2,3,Shipped Early,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34,3,20,12,51,144,11.33,35.29,Target Not Achieved,17,Over Forecast
CA-2018-141593,12/14/2018,12/16/2018,Second Class,2,3,Shipped Early,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",274,2,20,10,410,274,137,3.65,Target Achieved,136,Over Forecast
CA-2018-126347,12/14/2018,12/19/2018,Second Class,5,3,Shipped Late,AJ-10945,Ashley Jarboe,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,0,11,75,363,25,22,Target Not Achieved,25,Over Forecast
CA-2018-130253,12/14/2018,12/18/2018,Standard Class,4,6,Shipped Early,PP-18955,Paul Prost,Home Office,United States,Los Angeles,California,90036,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15,3,0,5,23,14,5,33.33,Target Achieved,8,Over Forecast
CA-2018-123232,12/14/2018,12/16/2018,Second Class,2,3,Shipped Early,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10001051,Technology,Phones,HTC One,320,4,20,36,479,363,80,11.25,Target Not Achieved,159,Over Forecast
CA-2018-119592,12/14/2018,12/16/2018,Second Class,2,3,Shipped Early,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,4,2,0,2,6,144,2,50,Target Not Achieved,2,Over Forecast
CA-2018-109638,12/15/2018,12/22/2018,Standard Class,7,6,Shipped Late,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51,3,20,19,77,157,17,37.25,Target Not Achieved,26,Over Forecast
CA-2018-109638,12/15/2018,12/22/2018,Standard Class,7,6,Shipped Late,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,900,9,0,378,1348,4151,100,42,Target Not Achieved,448,Over Forecast
CA-2018-109638,12/15/2018,12/22/2018,Standard Class,7,6,Shipped Late,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,104,4,0,36,156,157,26,34.62,Target Not Achieved,52,Over Forecast
CA-2018-137225,12/15/2018,12/19/2018,Standard Class,4,6,Shipped Early,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3,1,0,1,5,3,3,33.33,Target Achieved,2,Over Forecast
CA-2018-147830,12/15/2018,12/18/2018,First Class,3,1,Shipped Late,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025,6,20,608,3033,4151,337.5,30.02,Target Not Achieved,1008,Over Forecast
CA-2018-147830,12/15/2018,12/18/2018,First Class,3,1,Shipped Late,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1800,2,70,-2640,2696,4151,900,-146.67,Target Not Achieved,896,Over Forecast
CA-2018-150308,12/15/2018,12/20/2018,Standard Class,5,6,Shipped Early,RR-19525,Rick Reed,Corporate,United States,Cary,North Carolina,27511,South,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246,3,20,22,369,222,82,8.94,Target Achieved,123,Over Forecast
CA-2018-147830,12/15/2018,12/18/2018,First Class,3,1,Shipped Late,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",263,7,20,69,394,239,37.57,26.24,Target Achieved,131,Over Forecast
CA-2018-147830,12/15/2018,12/18/2018,First Class,3,1,Shipped Late,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,102,2,40,-17,153,4151,51,-16.67,Target Not Achieved,51,Over Forecast
CA-2018-162544,12/16/2018,12/19/2018,First Class,3,1,Shipped Late,SG-20080,Sandra Glassco,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,5,1,0,2,7,5,5,40,Target Achieved,2,Over Forecast
US-2018-138121,12/17/2018,12/17/2018,Same Day,0,0,Shipped On Time,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,303,3,0,48,454,1358,101,15.84,Target Not Achieved,151,Over Forecast
US-2018-129637,12/17/2018,12/22/2018,Standard Class,5,6,Shipped Early,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",42,2,60,-20,62,1358,21,-47.62,Target Not Achieved,20,Over Forecast
CA-2018-134117,12/17/2018,12/19/2018,Second Class,2,3,Shipped Early,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,136,2,20,17,204,139,68,12.5,Target Not Achieved,68,Over Forecast
US-2018-129637,12/17/2018,12/22/2018,Standard Class,5,6,Shipped Early,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,180,1,20,-16,270,553,180,-8.89,Target Not Achieved,90,Over Forecast
US-2018-138121,12/17/2018,12/17/2018,Same Day,0,0,Shipped On Time,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,30,4,0,14,44,553,7.5,46.67,Target Not Achieved,14,Over Forecast
US-2018-129637,12/17/2018,12/22/2018,Standard Class,5,6,Shipped Early,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,13,5,20,1,20,553,2.6,7.69,Target Not Achieved,7,Over Forecast
US-2018-138121,12/17/2018,12/17/2018,Same Day,0,0,Shipped On Time,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142,2,0,38,213,1358,71,26.76,Target Not Achieved,71,Over Forecast
CA-2018-134117,12/17/2018,12/19/2018,Second Class,2,3,Shipped Early,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,205,5,0,53,307,553,41,25.85,Target Not Achieved,102,Over Forecast
CA-2018-134117,12/17/2018,12/19/2018,Second Class,2,3,Shipped Early,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,93,2,20,31,139,553,46.5,33.33,Target Not Achieved,46,Over Forecast
US-2018-138121,12/17/2018,12/17/2018,Same Day,0,0,Shipped On Time,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",547,9,0,137,819,1358,60.78,25.05,Target Not Achieved,272,Over Forecast
US-2018-138121,12/17/2018,12/17/2018,Same Day,0,0,Shipped On Time,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212,3,0,15,318,1358,70.67,7.08,Target Not Achieved,106,Over Forecast
CA-2018-134117,12/17/2018,12/19/2018,Second Class,2,3,Shipped Early,PG-18895,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",16,5,0,7,25,553,3.2,43.75,Target Not Achieved,9,Over Forecast
US-2018-137533,12/18/2018,12/18/2018,Same Day,0,0,Shipped On Time,JK-15640,Jim Kriz,Home Office,United States,Cleveland,Ohio,44105,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,21,4,20,7,31,20,5.25,33.33,Target Achieved,10,Over Forecast
US-2018-120161,12/18/2018,12/23/2018,Standard Class,5,6,Shipped Early,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,647,9,20,-146,969,711,71.89,-22.57,Target Not Achieved,322,Over Forecast
CA-2018-107468,12/18/2018,12/22/2018,Standard Class,4,6,Shipped Early,MK-17905,Michael Kennedy,Corporate,United States,Louisville,Colorado,80027,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,7,2,20,1,10,72,3.5,14.29,Target Not Achieved,3,Over Forecast
CA-2018-153038,12/18/2018,12/25/2018,Standard Class,7,6,Shipped Late,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-LA-10004008,Office Supplies,Labels,Avery 507,18,8,20,6,28,72,2.25,33.33,Target Not Achieved,10,Over Forecast
CA-2018-153038,12/18/2018,12/25/2018,Standard Class,7,6,Shipped Late,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",56,8,20,19,84,72,7,33.93,Target Not Achieved,28,Over Forecast
CA-2018-153038,12/18/2018,12/25/2018,Standard Class,7,6,Shipped Late,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20,5,20,4,30,19,4,20,Target Achieved,10,Over Forecast
US-2018-137960,12/18/2018,12/18/2018,Same Day,0,0,Shipped On Time,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166,1,0,25,249,155,166,15.06,Target Achieved,83,Over Forecast
CA-2018-157084,12/19/2018,12/24/2018,Standard Class,5,6,Shipped Early,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1266,3,0,557,1896,1827,422,44,Target Not Achieved,630,Over Forecast
US-2018-134558,12/19/2018,12/24/2018,Second Class,5,3,Shipped Late,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2250,9,0,517,3369,2048,250,22.98,Target Achieved,1119,Over Forecast
CA-2018-157084,12/19/2018,12/24/2018,Standard Class,5,6,Shipped Early,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,676,5,20,84,1012,1827,135.2,12.43,Target Not Achieved,336,Over Forecast
CA-2018-109113,12/19/2018,12/23/2018,Standard Class,4,6,Shipped Early,EK-13795,Eileen Kiefer,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,25,2,20,5,38,2048,12.5,20,Target Not Achieved,13,Over Forecast
CA-2018-100685,12/19/2018,12/21/2018,Second Class,2,3,Shipped Early,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116,3,0,57,174,135,38.67,49.14,Target Not Achieved,58,Over Forecast
CA-2018-100685,12/19/2018,12/21/2018,Second Class,2,3,Shipped Early,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,5,4,0,0,8,135,1.25,0,Target Not Achieved,3,Over Forecast
CA-2018-100685,12/19/2018,12/21/2018,Second Class,2,3,Shipped Early,SM-20950,Suzanne McNair,Corporate,United States,Omaha,Nebraska,68104,Central,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7,2,0,3,11,135,3.5,42.86,Target Not Achieved,4,Over Forecast
US-2018-134558,12/19/2018,12/24/2018,Second Class,5,3,Shipped Late,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,30,5,0,15,45,26,6,50,Target Achieved,15,Over Forecast
CA-2018-115399,12/19/2018,12/22/2018,First Class,3,1,Shipped Late,AG-10900,Arthur Gainer,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,7,3,20,3,10,544,2.33,42.86,Target Not Achieved,3,Over Forecast
US-2018-134558,12/19/2018,12/24/2018,Second Class,5,3,Shipped Late,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1053,4,30,-105,1577,948,263.25,-9.97,Target Achieved,524,Over Forecast
CA-2018-127453,12/19/2018,12/20/2018,First Class,1,1,Shipped On Time,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434,3,20,43,650,544,144.67,9.91,Target Not Achieved,216,Over Forecast
CA-2018-127453,12/19/2018,12/20/2018,First Class,1,1,Shipped On Time,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,4,2,20,0,5,544,2,0,Target Not Achieved,1,Over Forecast
US-2018-110261,12/19/2018,12/23/2018,Second Class,4,3,Shipped Late,PR-18880,Patrick Ryan,Consumer,United States,Glenview,Illinois,60025,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158,3,20,14,237,1827,52.67,8.86,Target Not Achieved,79,Over Forecast
CA-2018-127453,12/19/2018,12/20/2018,First Class,1,1,Shipped On Time,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,89,4,20,8,133,544,22.25,8.99,Target Not Achieved,44,Over Forecast
CA-2018-154144,12/20/2018,12/24/2018,Standard Class,4,6,Shipped Early,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55,1,0,27,83,60,55,49.09,Target Not Achieved,28,Over Forecast
CA-2018-137071,12/20/2018,12/21/2018,First Class,1,1,Shipped On Time,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,101,2,20,21,151,96,50.5,20.79,Target Achieved,50,Over Forecast
CA-2018-154795,12/20/2018,12/24/2018,Standard Class,4,6,Shipped Early,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,8,1,20,3,12,129,8,37.5,Target Not Achieved,4,Over Forecast
US-2018-123218,12/20/2018,12/25/2018,Standard Class,5,6,Shipped Early,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,256,4,20,51,383,449,64,19.92,Target Not Achieved,127,Over Forecast
